           TimeStamp             Session           ChannelID            Polarity           Impedance               Power   DistalTemperature ProximalTemperature                   
             9692025               34411                   0                 UNI             148.000              14.250              51.375               0.000                   
             9692125               34411                   0                 UNI             148.500              14.125              51.500               0.000                   
             9692225               34411                   0                 UNI             148.000              14.250              51.625               0.000                   
             9692325               34411                   0                 UNI             148.000              14.375              51.625               0.000                   
             9692425               34411                   0                 UNI             148.000              14.375              51.750               0.000                   
             9692525               34411                   0                 UNI             148.500              14.375              51.750               0.000                   
             9692625               34411                   0                 UNI             148.250              14.625              51.875               0.000                   
             9692725               34411                   0                 UNI             148.250              14.625              51.875               0.000                   
             9692825               34411                   0                 UNI             148.500              14.625              52.125               0.000                   
             9692925               34411                   0                 UNI             148.000              14.625              52.125               0.000                   
             9693025               34411                   0                 UNI             148.500              15.000              52.125               0.000                   
             9693125               34411                   0                 UNI             148.000              15.000              52.250               0.000                   
             9693225               34411                   0                 UNI             148.250              14.625              52.375               0.000                   
             9693325               34411                   0                 UNI             148.000              14.375              52.500               0.000                   
             9693425               34411                   0                 UNI             148.000              14.875              52.500               0.000                   
             9693525               34411                   0                 UNI             148.500              14.625              52.500               0.000                   
             9693625               34411                   0                 UNI             147.750              14.875              52.625               0.000                   
             9693725               34411                   0                 UNI             148.500              14.625              52.500               0.000                   
             9693825               34411                   0                 UNI             148.000              14.625              52.625               0.000                   
             9693925               34411                   0                 UNI             148.000              15.000              52.750               0.000                   
             9694025               34411                   0                 UNI             147.750              14.750              52.750               0.000                   
             9694125               34411                   0                 UNI             147.750              15.125              52.875               0.000                   
             9694225               34411                   0                 UNI             148.000              15.250              52.875               0.000                   
             9694325               34411                   0                 UNI             147.750              14.750              53.000               0.000                   
             9694425               34411                   0                 UNI             147.750              15.125              53.000               0.000                   
             9694525               34411                   0                 UNI             148.000              15.125              53.125               0.000                   
             9694625               34411                   0                 UNI             147.750              14.875              53.125               0.000                   
             9694725               34411                   0                 UNI             147.250              14.875              53.250               0.000                   
             9694825               34411                   0                 UNI             148.000              15.250              53.250               0.000                   
             9694925               34411                   0                 UNI             147.250              15.250              53.125               0.000                   
             9695025               34411                   0                 UNI             147.250              15.250              53.250               0.000                   
             9695125               34411                   0                 UNI             148.000              15.375              53.250               0.000                   
             9695225               34411                   0                 UNI             147.750              15.250              53.375               0.000                   
             9695325               34411                   0                 UNI             147.750              15.250              53.375               0.000                   
             9695425               34411                   0                 UNI             147.750              15.125              53.625               0.000                   
             9695525               34411                   0                 UNI             147.000              15.625              53.625               0.000                   
             9695625               34411                   0                 UNI             147.000              15.250              53.625               0.000                   
             9695725               34411                   0                 UNI             147.750              15.625              53.625               0.000                   
             9695825               34411                   0                 UNI             147.000              15.750              53.625               0.000                   
             9695925               34411                   0                 UNI             146.750              15.500              53.750               0.000                   
             9696025               34411                   0                 UNI             147.750              15.375              53.750               0.000                   
             9696125               34411                   0                 UNI             147.750              15.250              53.750               0.000                   
             9696225               34411                   0                 UNI             147.000              15.250              53.750               0.000                   
             9696325               34411                   0                 UNI             147.750              15.750              53.875               0.000                   
             9696425               34411                   0                 UNI             147.250              15.625              53.875               0.000                   
             9696525               34411                   0                 UNI             146.750              15.375              54.000               0.000                   
             9696625               34411                   0                 UNI             147.250              15.375              54.000               0.000                   
             9696725               34411                   0                 UNI             147.000              15.375              54.000               0.000                   
             9696825               34411                   0                 UNI             147.250              15.500              54.000               0.000                   
             9696925               34411                   0                 UNI             146.750              15.250              54.125               0.000                   
             9697025               34411                   0                 UNI             147.750              15.500              54.125               0.000                   
             9697125               34411                   0                 UNI             147.000              15.500              54.000               0.000                   
             9697225               34411                   0                 UNI             147.250              15.000              54.125               0.000                   
             9697325               34411                   0                 UNI             147.750              15.500              54.250               0.000                   
             9697425               34411                   0                 UNI             147.250              15.750              54.250               0.000                   
             9697525               34411                   0                 UNI             147.250              15.875              54.250               0.000                   
             9697625               34411                   0                 UNI             147.250              15.500              54.375               0.000                   
             9697724               34411                   0                 UNI             147.750              15.375              54.375               0.000                   
             9697825               34411                   0                 UNI             146.750              15.625              54.375               0.000                   
             9697924               34411                   0                 UNI             147.250              15.250              54.375               0.000                   
             9698024               34411                   0                 UNI             146.750              15.250              54.375               0.000                   
             9698124               34411                   0                 UNI             146.750              15.625              54.500               0.000                   
             9698224               34411                   0                 UNI             147.000              15.500              54.375               0.000                   
             9698324               34411                   0                 UNI             147.250              15.750              54.375               0.000                   
             9698424               34411                   0                 UNI             146.750              15.250              54.500               0.000                   
             9698524               34411                   0                 UNI             146.750              15.250              54.500               0.000                   
             9698624               34411                   0                 UNI             147.250              15.875              54.500               0.000                   
             9698724               34411                   0                 UNI             146.750              15.250              54.625               0.000                   
             9698824               34411                   0                 UNI             147.250              15.500              54.625               0.000                   
             9698924               34411                   0                 UNI             146.750              15.375              54.625               0.000                   
             9699024               34411                   0                 UNI             146.750              15.625              54.625               0.000                   
             9699124               34411                   0                 UNI             146.750              15.500              54.750               0.000                   
             9699224               34411                   0                 UNI             147.250              15.125              54.625               0.000                   
             9699324               34411                   0                 UNI             146.500              15.000              54.750               0.000                   
             9699424               34411                   0                 UNI             147.000              15.500              54.750               0.000                   
             9699524               34411                   0                 UNI             147.250              15.250              54.625               0.000                   
             9699624               34411                   0                 UNI             146.750              15.375              54.625               0.000                   
             9699724               34411                   0                 UNI             146.750              15.750              54.750               0.000                   
             9699824               34411                   0                 UNI             146.750              15.250              54.750               0.000                   
             9699924               34411                   0                 UNI             146.500              15.125              54.750               0.000                   
             9700024               34411                   0                 UNI             146.500              15.125              54.625               0.000                   
             9700124               34411                   0                 UNI             146.500              15.250              54.750               0.000                   
             9700224               34411                   0                 UNI             146.750              15.500              54.750               0.000                   
             9700324               34411                   0                 UNI             146.500              15.375              54.875               0.000                   
             9700424               34411                   0                 UNI             146.500              15.625              54.750               0.000                   
             9700524               34411                   0                 UNI             146.500              15.375              54.875               0.000                   
             9700624               34411                   0                 UNI             147.000              15.125              54.875               0.000                   
             9700724               34411                   0                 UNI             146.750              15.375              54.875               0.000                   
             9700824               34411                   0                 UNI             146.750              15.250              55.000               0.000                   
             9700924               34411                   0                 UNI             146.750              15.375              54.875               0.000                   
             9701024               34411                   0                 UNI             146.750              15.125              54.875               0.000                   
             9701124               34411                   0                 UNI             146.750              15.625              54.875               0.000                   
             9701224               34411                   0                 UNI             146.500              15.375              54.875               0.000                   
             9701324               34411                   0                 UNI             146.250              15.125              54.875               0.000                   
             9701424               34411                   0                 UNI             146.250              15.125              55.000               0.000                   
             9701524               34411                   0                 UNI             146.750              15.000              54.875               0.000                   
             9701624               34411                   0                 UNI             146.750              15.250              55.000               0.000                   
             9701724               34411                   0                 UNI             146.750              15.375              54.875               0.000                   
             9701824               34411                   0                 UNI             146.750              15.000              55.000               0.000                   
             9701924               34411                   0                 UNI             146.750              15.000              55.000               0.000                   
             9702024               34411                   0                 UNI             146.750              15.000              55.000               0.000                   
             9702124               34411                   0                 UNI             146.500              15.000              55.000               0.000                   
             9702224               34411                   0                 UNI             146.750              15.000              55.000               0.000                   
             9702324               34411                   0                 UNI             146.750              15.375              55.000               0.000                   
             9702424               34411                   0                 UNI             146.500              15.250              55.000               0.000                   
             9702524               34411                   0                 UNI             146.750              15.375              55.000               0.000                   
             9702624               34411                   0                 UNI             146.500              15.000              55.000               0.000                   
             9702724               34411                   0                 UNI             146.750              14.750              55.000               0.000                   
             9702824               34411                   0                 UNI             146.500              15.000              55.000               0.000                   
             9702924               34411                   0                 UNI             146.500              15.250              55.250               0.000                   
             9703023               34411                   0                 UNI             146.250              15.000              55.000               0.000                   
             9703124               34411                   0                 UNI             146.500              15.125              55.000               0.000                   
             9703224               34411                   0                 UNI             146.500              15.125              55.000               0.000                   
             9703324               34411                   0                 UNI             146.750              15.000              55.000               0.000                   
             9703424               34411                   0                 UNI             146.500              14.875              55.125               0.000                   
             9703524               34411                   0                 UNI             146.250              15.000              55.000               0.000                   
             9703624               34411                   0                 UNI             146.500              15.125              55.125               0.000                   
             9703723               34411                   0                 UNI             146.250              14.875              55.000               0.000                   
             9703823               34411                   0                 UNI             146.250              14.875              55.125               0.000                   
             9703923               34411                   0                 UNI             146.250              14.875              55.125               0.000                   
             9704023               34411                   0                 UNI             146.250              15.000              55.125               0.000                   
             9704123               34411                   0                 UNI             146.500              15.000              55.250               0.000                   
             9704223               34411                   0                 UNI             146.500              15.000              55.125               0.000                   
             9704323               34411                   0                 UNI             146.500              14.875              55.125               0.000                   
             9704423               34411                   0                 UNI             146.250              15.000              55.125               0.000                   
             9704523               34411                   0                 UNI             146.500              14.625              55.125               0.000                   
             9704623               34411                   0                 UNI             146.250              15.250              55.125               0.000                   
             9704723               34411                   0                 UNI             146.500              14.625              55.250               0.000                   
             9704823               34411                   0                 UNI             146.500              14.875              55.125               0.000                   
             9704923               34411                   0                 UNI             146.250              15.125              55.250               0.000                   
             9705023               34411                   0                 UNI             146.500              14.875              55.250               0.000                   
             9705123               34411                   0                 UNI             146.250              14.875              55.250               0.000                   
             9705223               34411                   0                 UNI             146.500              15.125              55.125               0.000                   
             9705323               34411                   0                 UNI             146.500              14.750              55.250               0.000                   
             9705423               34411                   0                 UNI             146.250              14.625              55.250               0.000                   
             9705523               34411                   0                 UNI             146.250              14.875              55.125               0.000                   
             9705623               34411                   0                 UNI             145.750              14.875              55.125               0.000                   
             9705723               34411                   0                 UNI             146.250              14.625              55.250               0.000                   
             9705823               34411                   0                 UNI             146.500              14.750              55.125               0.000                   
             9705923               34411                   0                 UNI             145.750              14.625              55.125               0.000                   
             9706023               34411                   0                 UNI             146.500              14.875              55.125               0.000                   
             9706123               34411                   0                 UNI             146.250              14.625              55.125               0.000                   
             9706223               34411                   0                 UNI             146.250              14.750              55.125               0.000                   
             9706323               34411                   0                 UNI             146.500              14.750              55.125               0.000                   
             9706423               34411                   0                 UNI             146.250              14.750              55.125               0.000                   
             9706523               34411                   0                 UNI             146.250              14.625              55.125               0.000                   
             9706623               34411                   0                 UNI             146.250              14.625              55.000               0.000                   
             9706723               34411                   0                 UNI             145.750              14.500              55.125               0.000                   
             9706823               34411                   0                 UNI             146.250              14.500              55.250               0.000                   
             9706923               34411                   0                 UNI             146.250              14.625              55.250               0.000                   
             9707023               34411                   0                 UNI             146.250              14.875              55.125               0.000                   
             9707123               34411                   0                 UNI             145.750              14.625              55.250               0.000                   
             9707223               34411                   0                 UNI             145.750              14.625              55.125               0.000                   
             9707323               34411                   0                 UNI             146.250              14.500              55.125               0.000                   
             9707423               34411                   0                 UNI             145.750              14.875              55.375               0.000                   
             9707523               34411                   0                 UNI             146.500              14.875              55.250               0.000                   
             9707623               34411                   0                 UNI             145.750              14.500              55.250               0.000                   
             9707723               34411                   0                 UNI             145.750              14.500              55.125               0.000                   
             9707823               34411                   0                 UNI             146.250              14.125              55.250               0.000                   
             9707923               34411                   0                 UNI             145.750              14.625              55.125               0.000                   
             9708023               34411                   0                 UNI             146.250              14.500              55.250               0.000                   
             9708123               34411                   0                 UNI             146.250              14.625              55.250               0.000                   
             9708224               34411                   0                 UNI             146.250              14.375              55.250               0.000                   
             9708324               34411                   0                 UNI             146.250              14.625              55.125               0.000                   
             9708424               34411                   0                 UNI             146.250              14.500              55.250               0.000                   
             9708524               34411                   0                 UNI             146.250              15.125              55.125               0.000                   
             9708624               34411                   0                 UNI             146.250              14.500              55.000               0.000                   
             9708724               34411                   0                 UNI             146.250              14.375              55.125               0.000                   
             9708824               34411                   0                 UNI             146.250              14.750              55.125               0.000                   
             9708924               34411                   0                 UNI             145.750              14.625              55.250               0.000                   
             9709023               34411                   0                 UNI             145.500              14.250              55.250               0.000                   
             9709123               34411                   0                 UNI             146.250              14.875              55.250               0.000                   
             9709224               34411                   0                 UNI             146.250              14.250              55.250               0.000                   
             9709324               34411                   0                 UNI             145.750              14.625              55.125               0.000                   
             9709424               34411                   0                 UNI             146.250              14.500              55.125               0.000                   
             9709524               34411                   0                 UNI             145.750              14.750              55.250               0.000                   
             9709623               34411                   0                 UNI             146.250              14.500              55.250               0.000                   
             9709723               34411                   0                 UNI             146.500              14.625              55.250               0.000                   
             9709823               34411                   0                 UNI             145.750              14.125              55.250               0.000                   
             9709923               34411                   0                 UNI             145.750              14.625              55.250               0.000                   
             9710023               34411                   0                 UNI             145.750              14.375              55.125               0.000                   
             9710123               34411                   0                 UNI             145.750              14.125              55.125               0.000                   
             9710223               34411                   0                 UNI             145.750              14.750              55.250               0.000                   
             9710323               34411                   0                 UNI             146.250              14.250              55.125               0.000                   
             9710423               34411                   0                 UNI             145.750              14.000              55.125               0.000                   
             9710523               34411                   0                 UNI             146.250              14.125              55.125               0.000                   
             9710623               34411                   0                 UNI             145.750              14.250              55.250               0.000                   
             9710723               34411                   0                 UNI             145.750              14.375              55.125               0.000                   
             9710823               34411                   0                 UNI             145.750              14.375              55.250               0.000                   
             9710923               34411                   0                 UNI             145.750              14.250              55.250               0.000                   
             9711023               34411                   0                 UNI             146.250              14.375              55.125               0.000                   
             9711123               34411                   0                 UNI             145.750              14.625              55.125               0.000                   
             9711223               34411                   0                 UNI             145.750              14.000              55.125               0.000                   
             9711323               34411                   0                 UNI             146.250              14.375              55.125               0.000                   
             9711423               34411                   0                 UNI             145.500              14.375              55.250               0.000                   
             9711523               34411                   0                 UNI             145.500              14.750              55.250               0.000                   
             9711623               34411                   0                 UNI             145.750              14.375              55.125               0.000                   
             9711723               34411                   0                 UNI             145.500              14.000              55.250               0.000                   
             9711823               34411                   0                 UNI             145.750              14.375              55.375               0.000                   
             9711923               34411                   0                 UNI             145.750              14.000              55.125               0.000                   
             9712023               34411                   0                 UNI             145.750              14.125              55.250               0.000                   
             9712123               34411                   0                 UNI             145.500              14.125              55.125               0.000                   
             9712223               34411                   0                 UNI             146.250              13.875              55.250               0.000                   
             9712323               34411                   0                 UNI             145.750              14.125              55.250               0.000                   
             9712423               34411                   0                 UNI             146.250              13.750              55.250               0.000                   
             9712523               34411                   0                 UNI             145.750              14.125              55.125               0.000                   
             9712623               34411                   0                 UNI             146.250              14.000              55.250               0.000                   
             9712723               34411                   0                 UNI             145.750              14.000              55.125               0.000                   
             9712823               34411                   0                 UNI             145.750              14.250              55.250               0.000                   
             9712923               34411                   0                 UNI             145.750              14.375              55.250               0.000                   
             9713023               34411                   0                 UNI             145.750              14.250              55.125               0.000                   
             9713123               34411                   0                 UNI             145.500              14.000              55.125               0.000                   
             9713223               34411                   0                 UNI             145.750              14.000              55.125               0.000                   
             9713323               34411                   0                 UNI             145.750              14.125              55.250               0.000                   
             9713423               34411                   0                 UNI             145.500              14.000              55.250               0.000                   
             9713523               34411                   0                 UNI             145.750              14.250              55.125               0.000                   
             9713623               34411                   0                 UNI             145.750              14.375              55.250               0.000                   
             9713723               34411                   0                 UNI             145.750              14.125              55.250               0.000                   
             9713823               34411                   0                 UNI             145.500              14.000              55.125               0.000                   
             9713923               34411                   0                 UNI             146.250              14.125              55.125               0.000                   
             9714023               34411                   0                 UNI             146.250              14.125              55.125               0.000                   
             9714123               34411                   0                 UNI             146.250              13.750              55.250               0.000                   
             9714223               34411                   0                 UNI             145.750              14.125              55.250               0.000                   
             9714323               34411                   0                 UNI             145.500              13.875              55.125               0.000                   
             9714423               34411                   0                 UNI             145.750              13.875              55.125               0.000                   
             9714523               34411                   0                 UNI             145.500              13.625              55.250               0.000                   
             9714623               34411                   0                 UNI             145.500              13.750              55.250               0.000                   
             9714722               34411                   0                 UNI             146.250              14.250              55.250               0.000                   
             9714822               34411                   0                 UNI             145.750              13.750              55.125               0.000                   
             9714922               34411                   0                 UNI             145.500              13.875              55.250               0.000                   
             9715022               34411                   0                 UNI             145.750              13.875              55.250               0.000                   
             9715122               34411                   0                 UNI             145.750              14.000              55.125               0.000                   
             9715222               34411                   0                 UNI             145.500              14.125              55.125               0.000                   
             9715322               34411                   0                 UNI             145.500              13.875              55.250               0.000                   
             9715422               34411                   0                 UNI             145.750              13.750              55.125               0.000                   
             9715522               34411                   0                 UNI             145.500              14.000              55.125               0.000                   
             9715622               34411                   0                 UNI             145.750              14.125              55.125               0.000                   
             9715722               34411                   0                 UNI             145.500              13.875              55.125               0.000                   
             9715822               34411                   0                 UNI             145.500              13.875              55.125               0.000                   
             9715922               34411                   0                 UNI             145.500              13.750              55.125               0.000                   
             9716022               34411                   0                 UNI             145.750              14.125              55.000               0.000                   
             9716122               34411                   0                 UNI             145.750              14.125              55.125               0.000                   
             9716222               34411                   0                 UNI             145.500              13.750              55.125               0.000                   
             9716322               34411                   0                 UNI             145.750              13.750              55.125               0.000                   
             9716422               34411                   0                 UNI             145.500              14.125              55.125               0.000                   
             9716522               34411                   0                 UNI             145.750              14.000              55.000               0.000                   
             9716622               34411                   0                 UNI             145.500              13.625              55.000               0.000                   
             9716722               34411                   0                 UNI             145.500              13.750              55.000               0.000                   
             9716822               34411                   0                 UNI             145.750              13.875              55.125               0.000                   
