                Time             Session           ChannelID               Force          AxialAngle        LateralAngle  InAccurateSeverity       MetalSeverity         NeedZeroing                   
             9722592               34411                   0              21.473              -1.288               1.553                   0                   0                   0                   
             9722642               34411                   0              21.657              -1.281               1.428                   0                   0                   0                   
             9722692               34411                   0              21.327              -1.285               1.550                   0                   0                   0                   
             9722742               34411                   0              21.502              -1.302               1.482                   0                   0                   0                   
             9722792               34411                   0              21.378              -1.286               1.521                   0                   0                   0                   
             9722842               34411                   0              21.199              -1.282               1.567                   0                   0                   0                   
             9722892               34411                   0              21.155              -1.276               1.495                   0                   0                   0                   
             9722942               34411                   0              21.514              -1.290               1.475                   0                   0                   0                   
             9722992               34411                   0              21.377              -1.306               1.536                   0                   0                   0                   
             9723042               34411                   0              21.214              -1.277               1.484                   0                   0                   0                   
             9723092               34411                   0              21.272              -1.305               1.530                   0                   0                   0                   
             9723142               34411                   0              21.160              -1.307               1.494                   0                   0                   0                   
             9723192               34411                   0              21.754              -1.276               1.528                   0                   0                   0                   
             9723242               34411                   0              21.860              -1.280               1.505                   0                   0                   0                   
             9723292               34411                   0              21.406              -1.282               1.497                   0                   0                   0                   
             9723342               34411                   0              21.114              -1.270               1.519                   0                   0                   0                   
             9723392               34411                   0              21.319              -1.284               1.473                   0                   0                   0                   
             9723442               34411                   0              21.108              -1.279               1.565                   0                   0                   0                   
             9723492               34411                   0              21.294              -1.271               1.500                   0                   0                   0                   
             9723542               34411                   0              21.466              -1.296               1.523                   0                   0                   0                   
             9723592               34411                   0              21.144              -1.261               1.473                   0                   0                   0                   
             9723642               34411                   0              21.168              -1.278               1.478                   0                   0                   0                   
             9723692               34411                   0              21.321              -1.282               1.456                   0                   0                   0                   
             9723742               34411                   0              21.380              -1.284               1.539                   0                   0                   0                   
             9723792               34411                   0              21.402              -1.289               1.505                   0                   0                   0                   
             9723842               34411                   0              21.303              -1.297               1.554                   0                   0                   0                   
             9723892               34411                   0              21.263              -1.275               1.513                   0                   0                   0                   
             9723942               34411                   0              21.707              -1.286               1.508                   0                   0                   0                   
             9723992               34411                   0              21.258              -1.308               1.489                   0                   0                   0                   
             9724042               34411                   0              21.545              -1.295               1.561                   0                   0                   0                   
             9724092               34411                   0              21.138              -1.296               1.506                   0                   0                   0                   
             9724142               34411                   0              21.610              -1.291               1.503                   0                   0                   0                   
             9724192               34411                   0              21.167              -1.266               1.538                   0                   0                   0                   
             9724242               34411                   0              20.848              -1.271               1.516                   0                   0                   0                   
             9724292               34411                   0              20.625              -1.299               1.536                   0                   0                   0                   
             9724342               34411                   0              21.308              -1.298               1.561                   0                   0                   0                   
             9724392               34411                   0              21.162              -1.277               1.493                   0                   0                   0                   
             9724442               34411                   0              21.237              -1.269               1.567                   0                   0                   0                   
             9724492               34411                   0              21.389              -1.282               1.525                   0                   0                   0                   
             9724542               34411                   0              21.220              -1.291               1.504                   0                   0                   0                   
             9724592               34411                   0              21.522              -1.277               1.530                   0                   0                   0                   
             9724642               34411                   0              20.885              -1.277               1.517                   0                   0                   0                   
             9724692               34411                   0              21.307              -1.291               1.535                   0                   0                   0                   
             9724742               34411                   0              21.063              -1.271               1.541                   0                   0                   0                   
             9724792               34411                   0              21.516              -1.270               1.476                   0                   0                   0                   
             9724842               34411                   0              21.629              -1.288               1.548                   0                   0                   0                   
             9724892               34411                   0              21.399              -1.273               1.536                   0                   0                   0                   
             9724942               34411                   0              21.312              -1.298               1.529                   0                   0                   0                   
             9724992               34411                   0              21.132              -1.285               1.545                   0                   0                   0                   
             9725042               34411                   0              21.772              -1.299               1.534                   0                   0                   0                   
             9725092               34411                   0              21.546              -1.304               1.531                   0                   0                   0                   
             9725142               34411                   0              21.637              -1.286               1.530                   0                   0                   0                   
             9725192               34411                   0              21.390              -1.263               1.532                   0                   0                   0                   
             9725242               34411                   0              21.258              -1.278               1.537                   0                   0                   0                   
             9725292               34411                   0              20.939              -1.265               1.549                   0                   0                   0                   
             9725342               34411                   0              21.474              -1.294               1.509                   0                   0                   0                   
             9725392               34411                   0              20.905              -1.282               1.552                   0                   0                   0                   
             9725442               34411                   0              21.173              -1.296               1.552                   0                   0                   0                   
             9725492               34411                   0              21.290              -1.293               1.563                   0                   0                   0                   
             9725542               34411                   0              21.204              -1.303               1.509                   0                   0                   0                   
             9725592               34411                   0              21.860              -1.306               1.537                   0                   0                   0                   
             9725642               34411                   0             -21.557              -1.293               1.606                   0                   0                   0                   
             9725692               34411                   0              21.558              -1.275               1.489                   0                   0                   0                   
             9725742               34411                   0              21.566              -1.282               1.464                   0                   0                   0                   
             9725792               34411                   0              21.231              -1.283               1.523                   0                   0                   0                   
             9725842               34411                   0              20.911              -1.274               1.551                   0                   0                   0                   
             9725892               34411                   0              21.101              -1.272               1.565                   0                   0                   0                   
             9725942               34411                   0              21.455              -1.280               1.544                   0                   0                   0                   
             9725992               34411                   0              21.182              -1.289               1.526                   0                   0                   0                   
             9726042               34411                   0              21.990              -1.270               1.504                   0                   0                   0                   
             9726092               34411                   0              21.287              -1.269               1.520                   0                   0                   0                   
             9726142               34411                   0             -20.455              -1.287               1.591                   0                   0                   0                   
             9726192               34411                   0             -21.445              -1.279               1.592                   0                   0                   0                   
             9726242               34411                   0              21.384              -1.256               1.493                   0                   0                   0                   
             9726292               34411                   0              20.831              -1.283               1.483                   0                   0                   0                   
             9726342               34411                   0              21.058              -1.303               1.546                   0                   0                   0                   
             9726392               34411                   0              21.073              -1.317               1.491                   0                   0                   0                   
             9726442               34411                   0              21.726              -1.272               1.520                   0                   0                   0                   
             9726492               34411                   0              21.279              -1.279               1.529                   0                   0                   0                   
             9726542               34411                   0              21.183              -1.283               1.553                   0                   0                   0                   
             9726592               34411                   0              21.565              -1.286               1.557                   0                   0                   0                   
             9726642               34411                   0              21.383              -1.281               1.509                   0                   0                   0                   
             9726692               34411                   0              20.896              -1.310               1.504                   0                   0                   0                   
             9726742               34411                   0              21.198              -1.283               1.493                   0                   0                   0                   
             9726792               34411                   0              21.595              -1.268               1.484                   0                   0                   0                   
             9726842               34411                   0              21.197              -1.263               1.551                   0                   0                   0                   
             9726892               34411                   0              21.631              -1.270               1.545                   0                   0                   0                   
             9726942               34411                   0              21.435              -1.305               1.538                   0                   0                   0                   
             9726992               34411                   0              20.969              -1.292               1.519                   0                   0                   0                   
             9727042               34411                   0              21.392              -1.276               1.516                   0                   0                   0                   
             9727092               34411                   0              20.925              -1.295               1.488                   0                   0                   0                   
             9727142               34411                   0             -21.468              -1.284               1.585                   0                   0                   0                   
             9727192               34411                   0              21.927              -1.304               1.449                   0                   0                   0                   
             9727242               34411                   0             -21.408              -1.290               1.577                   0                   0                   0                   
             9727292               34411                   0              21.170              -1.287               1.469                   0                   0                   0                   
             9727342               34411                   0              21.195              -1.281               1.525                   0                   0                   0                   
             9727392               34411                   0              21.433              -1.294               1.540                   0                   0                   0                   
             9727442               34411                   0              20.827              -1.293               1.526                   0                   0                   0                   
             9727492               34411                   0              21.593              -1.264               1.506                   0                   0                   0                   
             9727542               34411                   0             -20.910              -1.290               1.621                   0                   0                   0                   
             9727592               34411                   0             -21.176              -1.277               1.576                   0                   0                   0                   
             9727642               34411                   0             -21.274              -1.294               1.598                   0                   0                   0                   
             9727692               34411                   0              20.798              -1.250               1.526                   0                   0                   0                   
             9727742               34411                   0              21.493              -1.299               1.570                   0                   0                   0                   
             9727792               34411                   0             -20.710              -1.280               1.649                   0                   0                   0                   
             9727842               34411                   0              21.423              -1.298               1.508                   0                   0                   0                   
             9727892               34411                   0              21.217              -1.280               1.568                   0                   0                   0                   
             9727942               34411                   0              21.478              -1.297               1.477                   0                   0                   0                   
             9727992               34411                   0             -21.098              -1.282               1.589                   0                   0                   0                   
             9728042               34411                   0              21.502              -1.268               1.535                   0                   0                   0                   
             9728092               34411                   0              21.164              -1.269               1.525                   0                   0                   0                   
             9728142               34411                   0              21.664              -1.300               1.501                   0                   0                   0                   
             9728192               34411                   0             -21.450              -1.274               1.580                   0                   0                   0                   
             9728242               34411                   0              21.474              -1.290               1.538                   0                   0                   0                   
             9728292               34411                   0              21.167              -1.281               1.530                   0                   0                   0                   
             9728342               34411                   0              21.409              -1.310               1.518                   0                   0                   0                   
             9728392               34411                   0              21.583              -1.284               1.551                   0                   0                   0                   
             9728442               34411                   0              21.131              -1.291               1.538                   0                   0                   0                   
             9728492               34411                   0              20.559              -1.280               1.535                   0                   0                   0                   
             9728542               34411                   0              21.154              -1.276               1.510                   0                   0                   0                   
             9728592               34411                   0              21.311              -1.279               1.566                   0                   0                   0                   
             9728642               34411                   0              21.196              -1.268               1.562                   0                   0                   0                   
             9728692               34411                   0              21.272              -1.285               1.540                   0                   0                   0                   
             9728742               34411                   0              21.418              -1.292               1.546                   0                   0                   0                   
             9728792               34411                   0             -21.363              -1.274               1.597                   0                   0                   0                   
             9728842               34411                   0              21.827              -1.280               1.535                   0                   0                   0                   
             9728892               34411                   0             -21.195              -1.297               1.574                   0                   0                   0                   
             9728942               34411                   0              21.529              -1.290               1.476                   0                   0                   0                   
             9728992               34411                   0              21.276              -1.283               1.495                   0                   0                   0                   
             9729042               34411                   0              21.512              -1.270               1.519                   0                   0                   0                   
             9729092               34411                   0             -20.580              -1.284               1.588                   0                   0                   0                   
             9729142               34411                   0              21.578              -1.293               1.493                   0                   0                   0                   
             9729192               34411                   0              21.157              -1.271               1.541                   0                   0                   0                   
             9729242               34411                   0              21.047              -1.284               1.567                   0                   0                   0                   
             9729292               34411                   0             -21.009              -1.293               1.614                   0                   0                   0                   
             9729342               34411                   0              21.109              -1.288               1.562                   0                   0                   0                   
             9729392               34411                   0              21.379              -1.291               1.535                   0                   0                   0                   
             9729442               34411                   0              21.619              -1.288               1.569                   0                   0                   0                   
             9729492               34411                   0              21.036              -1.300               1.528                   0                   0                   0                   
             9729542               34411                   0              21.285              -1.274               1.476                   0                   0                   0                   
             9729592               34411                   0              21.390              -1.300               1.499                   0                   0                   0                   
             9729642               34411                   0             -21.109              -1.293               1.597                   0                   0                   0                   
             9729692               34411                   0              21.033              -1.277               1.504                   0                   0                   0                   
             9729742               34411                   0              21.326              -1.286               1.568                   0                   0                   0                   
             9729792               34411                   0              21.618              -1.253               1.493                   0                   0                   0                   
             9729842               34411                   0              21.750              -1.294               1.489                   0                   0                   0                   
             9729892               34411                   0              20.635              -1.295               1.468                   0                   0                   0                   
             9729942               34411                   0              20.889              -1.300               1.569                   0                   0                   0                   
             9729992               34411                   0             -21.176              -1.271               1.585                   0                   0                   0                   
             9730042               34411                   0             -21.097              -1.316               1.595                   0                   0                   0                   
             9730092               34411                   0              21.138              -1.266               1.518                   0                   0                   0                   
             9730142               34411                   0              21.569              -1.267               1.491                   0                   0                   0                   
             9730192               34411                   0              21.408              -1.293               1.507                   0                   0                   0                   
             9730242               34411                   0              21.541              -1.275               1.551                   0                   0                   0                   
             9730292               34411                   0              21.210              -1.282               1.518                   0                   0                   0                   
             9730342               34411                   0              21.456              -1.284               1.558                   0                   0                   0                   
             9730392               34411                   0              21.398              -1.295               1.446                   0                   0                   0                   
             9730442               34411                   0              20.906              -1.252               1.538                   0                   0                   0                   
             9730492               34411                   0             -21.482              -1.289               1.595                   0                   0                   0                   
             9730542               34411                   0              21.387              -1.284               1.561                   0                   0                   0                   
             9730592               34411                   0              20.887              -1.295               1.508                   0                   0                   0                   
             9730642               34411                   0              21.040              -1.281               1.518                   0                   0                   0                   
             9730692               34411                   0             -21.520              -1.276               1.608                   0                   0                   0                   
             9730742               34411                   0              21.723              -1.260               1.537                   0                   0                   0                   
             9730792               34411                   0              21.206              -1.271               1.525                   0                   0                   0                   
             9730842               34411                   0              21.249              -1.287               1.555                   0                   0                   0                   
             9730892               34411                   0             -21.286              -1.281               1.614                   0                   0                   0                   
             9730942               34411                   0              21.322              -1.269               1.476                   0                   0                   0                   
             9730992               34411                   0             -21.209              -1.279               1.572                   0                   0                   0                   
             9731042               34411                   0             -21.152              -1.287               1.580                   0                   0                   0                   
             9731092               34411                   0              21.194              -1.267               1.550                   0                   0                   0                   
             9731142               34411                   0              20.926              -1.266               1.546                   0                   0                   0                   
             9731192               34411                   0              21.624              -1.277               1.505                   0                   0                   0                   
             9731242               34411                   0              21.059              -1.258               1.536                   0                   0                   0                   
             9731292               34411                   0              21.456              -1.292               1.559                   0                   0                   0                   
             9731342               34411                   0              20.864              -1.269               1.558                   0                   0                   0                   
             9740992               34412                   0             -20.942              -1.516               1.607                   0                   0                   0                   
             9741042               34412                   0             -20.418              -1.509               1.652                   0                   0                   0                   
             9741092               34412                   0             -21.004              -1.496               1.625                   0                   0                   0                   
             9741142               34412                   0             -20.835              -1.503               1.584                   0                   0                   0                   
             9741192               34412                   0             -20.545              -1.485               1.638                   0                   0                   0                   
             9741242               34412                   0             -20.337              -1.495               1.604                   0                   0                   0                   
             9741292               34412                   0             -20.365              -1.493               1.620                   0                   0                   0                   
             9741342               34412                   0             -20.921              -1.497               1.577                   0                   0                   0                   
             9741392               34412                   0             -20.492              -1.501               1.619                   0                   0                   0                   
             9741442               34412                   0             -20.533              -1.515               1.649                   0                   0                   0                   
             9741492               34412                   0             -20.519              -1.486               1.634                   0                   0                   0                   
             9741542               34412                   0             -20.721              -1.491               1.651                   0                   0                   0                   
             9741592               34412                   0             -20.680              -1.523               1.628                   0                   0                   0                   
             9741642               34412                   0              19.656              -1.516               1.546                   0                   0                   0                   
             9741692               34412                   0             -20.380              -1.479               1.652                   0                   0                   0                   
             9741742               34412                   0             -20.385              -1.488               1.582                   0                   0                   0                   
             9741792               34412                   0             -20.954              -1.489               1.672                   0                   0                   0                   
             9741842               34412                   0             -20.426              -1.509               1.649                   0                   0                   0                   
             9741892               34412                   0             -20.840              -1.503               1.633                   0                   0                   0                   
             9741942               34412                   0             -20.146              -1.506               1.587                   0                   0                   0                   
             9741992               34412                   0             -20.458              -1.485               1.638                   0                   0                   0                   
             9742042               34412                   0             -20.897              -1.492               1.630                   0                   0                   0                   
             9742092               34412                   0             -20.612              -1.501               1.668                   0                   0                   0                   
             9742142               34412                   0             -20.497              -1.499               1.664                   0                   0                   0                   
             9742192               34412                   0             -21.027              -1.504               1.608                   0                   0                   0                   
             9742242               34412                   0             -20.921              -1.504               1.626                   0                   0                   0                   
             9742292               34412                   0             -20.256              -1.503               1.656                   0                   0                   0                   
             9742342               34412                   0             -20.558              -1.502               1.631                   0                   0                   0                   
             9742392               34412                   0             -20.495              -1.485               1.625                   0                   0                   0                   
             9742442               34412                   0             -20.874              -1.496               1.603                   0                   0                   0                   
             9742492               34412                   0             -20.725              -1.498               1.692                   0                   0                   0                   
             9742542               34412                   0             -20.317              -1.503               1.679                   0                   0                   0                   
             9742592               34412                   0             -20.217              -1.487               1.638                   0                   0                   0                   
             9742642               34412                   0             -20.571              -1.496               1.643                   0                   0                   0                   
             9742692               34412                   0             -20.460              -1.511               1.704                   0                   0                   0                   
             9742742               34412                   0             -20.527              -1.479               1.700                   0                   0                   0                   
             9742792               34412                   0             -20.278              -1.494               1.581                   0                   0                   0                   
             9742842               34412                   0             -20.616              -1.513               1.655                   0                   0                   0                   
             9742892               34412                   0             -20.437              -1.486               1.742                   0                   0                   0                   
             9742942               34412                   0             -20.459              -1.501               1.646                   0                   0                   0                   
             9742992               34412                   0             -20.335              -1.516               1.634                   0                   0                   0                   
             9743042               34412                   0             -20.759              -1.509               1.607                   0                   0                   0                   
             9743092               34412                   0             -20.389              -1.501               1.707                   0                   0                   0                   
             9743142               34412                   0             -20.779              -1.501               1.746                   0                   0                   0                   
             9743192               34412                   0             -20.496              -1.504               1.639                   0                   0                   0                   
             9743242               34412                   0             -20.950              -1.493               1.683                   0                   0                   0                   
             9743292               34412                   0             -20.633              -1.510               1.637                   0                   0                   0                   
             9743342               34412                   0             -20.534              -1.504               1.663                   0                   0                   0                   
