2-Map_P2_ContactForce.txt_2.0
Rate=50	Number =200	Date:11/25/21	Point Time:15:01:33	System Time:15:01:33	
Mode=0
IntervalGraph=100
7442142	6.64174	137	24	0	0	0	
IntervalNonGraph=1000
7442542	5.97111	132	25	0	0	0	
Index	Time	Timestamp	ForceValue	AxialAngle	LateralAngle	MetalSeverity	InAccurateSeverity	NeedZeroing	
85	-3293	7436792	5.90963	-233	22	0	0	0	
86	-3243	7436842	6.14126	-234	23	0	0	0	
87	-3193	7436892	5.45806	-223	27	0	0	0	
88	-3143	7436942	5.93309	-232	27	0	0	0	
89	-3093	7436992	5.31022	-220	30	0	0	0	
90	-3043	7437042	6.21355	-236	21	0	0	0	
91	-2993	7437092	5.65675	-226	31	0	0	0	
92	-2943	7437142	4.26785	0	0	0	0	0	
93	-2893	7437192	5.11738	-216	22	0	0	0	
94	-2843	7437242	6.03025	-221	26	0	0	0	
95	-2793	7437292	6.67796	-227	23	0	0	0	
96	-2743	7437342	5.92212	-229	28	0	0	0	
97	-2693	7437392	5.42367	-226	25	0	0	0	
98	-2643	7437442	6.10989	-230	23	0	0	0	
99	-2593	7437492	5.56529	-226	27	0	0	0	
100	-2543	7437542	6.07141	-227	18	0	0	0	
101	-2493	7437592	7.0353	-224	25	0	0	0	
102	-2443	7437642	5.31313	-226	29	0	0	0	
103	-2393	7437692	4.50932	0	0	0	0	0	
104	-2343	7437742	4.54804	0	0	0	0	0	
105	-2293	7437792	5.47858	-234	31	0	0	0	
106	-2243	7437842	5.6415	-224	24	0	0	0	
107	-2193	7437892	5.01442	-219	27	0	0	0	
108	-2143	7437942	6.07369	-232	33	0	0	0	
109	-2093	7437992	6.36218	-230	26	0	0	0	
110	-2043	7438042	6.0954	-228	25	0	0	0	
111	-1993	7438092	6.13079	-226	25	0	0	0	
112	-1943	7438142	5.79439	-234	18	0	0	0	
113	-1893	7438192	5.54533	-230	27	0	0	0	
114	-1843	7438242	6.55789	-227	21	0	0	0	
115	-1793	7438292	7.28874	-224	21	0	0	0	
116	-1743	7438342	6.32648	-216	25	0	0	0	
117	-1693	7438392	4.37696	0	0	0	0	0	
118	-1643	7438442	6.61896	-238	18	0	0	0	
119	-1593	7438492	5.63623	-231	30	0	0	0	
120	-1543	7438542	5.08673	-224	32	0	0	0	
121	-1493	7438592	5.77046	-230	28	0	0	0	
122	-1443	7438642	6.28511	-232	23	0	0	0	
123	-1393	7438692	4.47252	0	0	0	0	0	
124	-1343	7438742	6.26376	-223	25	0	0	0	
125	-1293	7438792	5.44837	-233	27	0	0	0	
126	-1243	7438842	6.57462	-242	22	0	0	0	
127	-1193	7438892	6.3905	-226	21	0	0	0	
128	-1143	7438942	6.51018	-229	23	0	0	0	
129	-1093	7438992	6.71454	-231	32	0	0	0	
130	-1043	7439042	5.57786	-226	25	0	0	0	
131	-993	7439092	5.82095	-240	30	0	0	0	
132	-943	7439142	7.18498	-234	20	0	0	0	
133	-893	7439192	5.98515	-222	23	0	0	0	
134	-843	7439242	5.5354	-223	31	0	0	0	
135	-793	7439292	6.66838	-227	23	0	0	0	
136	-743	7439342	7.22603	-232	22	0	0	0	
137	-693	7439392	6.13946	-222	26	0	0	0	
138	-643	7439442	6.77054	-224	21	0	0	0	
139	-593	7439492	5.92637	-217	21	0	0	0	
140	-543	7439542	5.80136	-229	31	0	0	0	
141	-493	7439592	6.71983	-222	25	0	0	0	
142	-443	7439642	6.09859	-230	26	0	0	0	
143	-393	7439692	6.78716	-224	22	0	0	0	
144	-343	7439742	6.3547	-235	24	0	0	0	
145	-293	7439792	6.44603	-225	20	0	0	0	
146	-243	7439842	5.13487	-233	35	0	0	0	
147	-193	7439892	4.68015	0	0	0	0	0	
148	-143	7439942	6.08322	-229	30	0	0	0	
149	-93	7439992	4.40358	0	0	0	0	0	
150	-43	7440042	4.9316	0	0	0	0	0	
151	7	7440092	5.46846	-229	26	0	0	0	
152	57	7440142	6.33424	-233	29	0	0	0	
153	107	7440192	6.98857	-228	19	0	0	0	
154	157	7440242	5.60291	-221	24	0	0	0	
155	207	7440292	5.42138	-227	28	0	0	0	
156	257	7440342	6.22039	-229	26	0	0	0	
157	307	7440392	6.4225	-228	20	0	0	0	
158	357	7440442	5.99286	-231	28	0	0	0	
159	407	7440492	5.39786	-229	25	0	0	0	
160	457	7440542	5.40716	-232	25	0	0	0	
161	507	7440592	5.67826	-224	26	0	0	0	
162	557	7440642	5.21814	-215	26	0	0	0	
163	607	7440692	5.33662	-233	24	0	0	0	
164	657	7440742	5.95749	-228	24	0	0	0	
165	707	7440792	6.25435	-217	24	0	0	0	
166	757	7440842	5.69793	-230	25	0	0	0	
167	807	7440892	5.00151	-223	30	0	0	0	
168	857	7440942	6.43123	-246	22	0	0	0	
169	907	7440992	5.95859	-225	26	0	0	0	
170	957	7441042	6.09947	-229	27	0	0	0	
171	1007	7441092	6.12017	-221	25	0	0	0	
172	1057	7441142	6.51152	-230	21	0	0	0	
173	1107	7441192	5.04158	-232	24	0	0	0	
174	1157	7441242	6.49679	-231	31	0	0	0	
175	1207	7441292	6.19974	-235	23	0	0	0	
176	1257	7441342	5.60471	-220	28	0	0	0	
177	1307	7441392	5.91805	-235	21	0	0	0	
178	1357	7441442	6.32871	-223	20	0	0	0	
179	1407	7441492	6.25735	-230	24	0	0	0	
180	1457	7441542	7.21477	-228	23	0	0	0	
181	1507	7441592	5.43867	-227	28	0	0	0	
182	1557	7441642	6.32106	-225	24	0	0	0	
183	1607	7441692	5.7813	-226	23	0	0	0	
184	1657	7441742	6.68282	-224	22	0	0	0	
185	1707	7441792	5.63519	-230	28	0	0	0	
186	1757	7441842	5.86738	-222	26	0	0	0	
187	1807	7441892	5.54011	-221	24	0	0	0	
188	1857	7441942	5.83756	-225	29	0	0	0	
189	1907	7441992	5.6723	-231	25	0	0	0	
190	1957	7442042	6.50375	-216	23	0	0	0	
191	2007	7442092	6.7468	-216	21	0	0	0	
192	2057	7442142	6.56727	-226	27	0	0	0	
193	2107	7442192	6.29564	-232	22	0	0	0	
194	2157	7442242	3.97194	0	0	0	0	0	
195	2207	7442292	6.47376	-225	26	0	0	0	
196	2257	7442342	6.08066	-232	24	0	0	0	
197	2307	7442392	5.13524	-223	32	0	0	0	
198	2357	7442442	6.62256	-238	23	0	0	0	
199	2407	7442492	6.37669	-244	24	0	0	0	
200	2457	7442542	5.70914	-232	25	0	0	0	
